Counter,Date,User,Comment
1206,"May 25, 2007 6:33AM","
baggs32 ","
Some people just like to shift themselves. I'm one of them, but we are few and far between.One of the main reasons for getting a stick in the past, slightly better gas mileage, is pretty much moot now. With auto trannies having 5, 6, or even 7 gears now fuel mileage differences are almost gone and in some cases have swung the other way around. I for one love driving a stick in anything but a truck. The extra control in the snow is another reason for my choice. "
1207,"May 25, 2007 6:50AM","
mz6greyghost ","
I'm curious to know why you want a manual transmission in a sedan? Seems like a chore to me.It's no chore to an enthusiast, especially since a manual offers better control, especially when driving aggressively through corners, and in the slippery stuff. For me, no manual = no sale. "
1208,"May 25, 2007 6:50AM","
goodegg ","
Accords seem to outnumber Camrys in the Southeast. But there are a ton of Altimas too. Nissan has a strong reputation here because they build a great vehicle and price it a little less than Honda. Hyundai doesn't seem to benefit from the same formula - at least in midsize sedans. I'm seeing more Santa Fes than Sonatas. "
1209,"May 25, 2007 7:20AM","
tallman1 ","
I agree with the positive manual comments. I love driving a manual in heavy traffic too.Just because someone needs four doors, doesn't mean he or she doesn't want the fun and reliability of a manual. The advantages for me are:- better overall mileage- lasts longer than an automatic (fewer repairs)- cheaper initial cost (automatics are usually a more expensive option)- more control- quicker and more responsive- waaaay more fun to driveAgain, these are advantages for ME. I realized that I'm in a minority, especially since many seem to have problems driving a manual in heavy traffic... I find it to be a distinct advantage. And the Accord manual is sooo smooth.  "
1210,"May 25, 2007 7:34AM","
plekto ","
The point about resale value only holds if it is a basic car. A manual tansmission BMW, Mercedes, or even a Celica... They sell immediately and for more money.When a stickshift C class comes on the lot - the local dealership put an ad online and it's gone in three days or less every time. There's a very dedicated and small group that specifically seeks out these cars.Plus, yes, shifting is more fun, even in traffic. I can move a car with a good gearbox in and out of city traffic seconds quicker per ""move"" that I make if I want to. Automatics stink at the 10-20mph difference quick bursts that you need to zig and zag through traffic. By the time a typical torque converter unlocks itself and the thing decides to shift, I'm already in that spot. "
1211,"May 25, 2007 7:54AM","
urnews ","
I personally am of the opinion that those who purchase cars with manual transmissions, especially midsize sedans, tend to drive their cars to the point where resale value is really a moot point. I feel that those who purchase manuals have more involved/emotional attachments to their cars.A most interesting analogy, slegacy93. It is logical. I wonder if there are any surveys to support the theory?The last manual transmission car we owned was a 1977 Mazda GLC (Great Little Car) that lasted about 15 years without any drive train problems. We ended up giving the car away to a first-time driver.  "
1212,"May 25, 2007 8:12AM","
daedalus34r ","
AGREED.I just like having more control over the car and plus its alot of fun. You dont have to have a coupe to necessitate a manual. I drove a 5speed Wrangler once, that was sweet experience. I rarely encounter stop&go traffic so that won't be an issue.What dissapoints me is that in the midwest chicagoland area, there are no leftover 07 GT's. So I have to wait until the 08 production ramps up. From what the salesperson said, GT's are prioritized last. Right now you can find lowlevel trim legacy's.. next on the list is the new 3.0L model due like mid-late june. The other car I have in mind is the Mazdaspeed3. The MS6 is a porky/heavy looking car ... I dunno, I'll check it out. I hear there are great deals on MS6's since they arent selling well. "
1213,"May 25, 2007 8:46AM","
slegacy93 ","
I personally am of the opinion that those who purchase cars with manual transmissions, especially midsize sedans, tend to drive their cars to the point where resale value is really a moot point. I feel that those who purchase manuals have more involved/emotional attachments to their cars.A most interesting analogy, slegacy93. It is logical. I wonder if there are any surveys to support the theory? I also would love to see a survey to support the point. Maybe someone on here has the interest or time?? I know it applies to me. We currently have 3 cars, the oldest being my, you guessed it, a 1993 Subaru Legacy. My wife keeps hounding me to get rid of it, but I am attached. Granted, it was my first car, but it also has a manual - something our other 2 cars do not. This is my #1 reason for not wanting to let it go. "
1214,"May 25, 2007 9:19AM","
lilengineerboy ","
Having shopped a used S60, there is nothing even remotely sporty about it. It is like driving a Sweedish Taurus.As far as a manual, that is why I am looking at the Accord, Mazda6, and how the Legacy wagon came to be. "
1215,"May 25, 2007 9:34AM","
mcdawgg ","
I completely agree with tallman1. I have a Camry with a manual transmission! "
1216,"May 25, 2007 10:55AM","
dudleyr ","
One more for a 4 door manual. I had a two door Integra, but then kids came along - why should I deny myself the fun, speed, control, economy, low purchase price and durability of a manual just because I now need 4 doors.BTW the RX-8 is a 4 door.  "
1217,"May 25, 2007 11:02AM","
kdshapiro ","
""BTW the RX-8 is a 4 door. ""But you can only fit 2.5 people into it comfortably.  "
1218,"May 25, 2007 11:24AM","
goodegg ","
Plus, yes, shifting is more fun, even in traffic. I can move a car with a good gearbox in and out of city traffic seconds quicker per ""move"" that I make if I want to. Automatics stink at the 10-20mph difference quick bursts that you need to zig and zag through traffic. By the time a typical torque converter unlocks itself and the thing decides to shift, I'm already in that spot.You obviously haven't driven a good ManuMatic with a 235+ hp V6 (like the Sonata)to make those comments. "
1219,"May 25, 2007 11:25AM","
plekto ","
The RX8 can fit 4 people well enough. The requirement usually is two adults plus a couple of kids. And the S60R is a very nice car, used.(always get the performance version of course, of anything, used) "
1220,"May 25, 2007 12:34PM","
captain2 ","
if we polled the aprticipants in this froum you will certainly find a disportionate amount of MT proponents. Why? because we are all car nuts and therfore more likely to appreciate and enjoy the control that almost any MT car gives us. Nationally, however, it is not even close -a samll percentage of 4 bangers get sold this way and an almost miniscule percentage of the V6s (some brands not even offered) sold this way. Higher gas prices may add a few more MT 4 bangers, but overall we Americans have become really lazy drivers - the Europeans just laugh at us... "
1221,"May 25, 2007 12:51PM","
plekto ","
That's mostly because there are no manuals being *offered*. The number of people desiring a manual has hardly changed in the last 30 or 40 years. A good indication of this is the number of manu-matics that are everywhere. If the pent up demand for shifting manually wasn't there, Porsche would have remained the only company doing it.I find it to be no problem in daily traffic - and I live in Los Angeles, birthplace of the freeway and traffic jam.For me, it's mostly cost and reliability. If I need a new clutch, I can budget for one and squeeze it into my budget. If I need a rebuild on an automatic... I've had cars sit for as long as three months as I tried to scrape together the money.(read: take the bus, which in L.A. is not fun at all - or safe)But it's also fun at times - traffic is okay - it is what it is. But when I get into the mountains, life is good.  "
